ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,job,housing,loan,contact,emp.var.rate,cons.price.idx,cons.conf.idx,revolve_ind,delq_ind,score
21169,110000,1,2,1,45,112987,110899,NA,109584,50281,49373,7000,4000,2975,22000,1726,6000,admin.,yes,no,cellular,1.4,93.444,-36.1,0,0,0.487553503
21170,150000,1,1,1,49,20604,21614,24535,23778,NA,NA,1359,3280,0,1000,750,681,technician,yes,no,cellular,1.4,93.444,-36.1,1,1,0.807469928
21171,170000,1,1,2,42,166708,85607,NA,91719,97759,99905,4000,4000,5000,7500,4000,5000,admin.,no,no,cellular,1.4,93.444,-36.1,0,0,0.702551891
21172,50000,1,2,2,44,49699,49685,28637,NA,NA,29992,2300,1487,21704,3000,15000,18300,management,yes,no,telephone,1.4,93.444,-36.1,0,0,0.847887753
21173,4.00E+05,1,5,2,40,178069,181613,186905,188959,183659,96385,6496,8214,6621,3400,3541,6000,admin.,no,no,cellular,1.4,93.444,-36.1,0,1,0.445377839
21174,430000,1,3,2,47,-18,6390,8833,9906,NA,9562,6408,8840,9954,14285,9584,26023,admin.,no,no,cellular,1.4,93.444,-36.1,1,1,0.719227431
21175,3.00E+05,1,1,1,40,4950,-337,-337,-337,-337,-337,0,0,0,0,0,2000,admin.,yes,no,cellular,1.4,93.444,-36.1,1,0,0.444271227
21176,40000,1,1,1,33,21107,23837,23173,24476,26775,26069,3400,0,2000,3000,0,0,management,no,no,cellular,1.4,93.444,-36.1,0,0,0.329114442
21177,180000,1,2,1,45,130950,NA,119166,121661,122244,119536,6000,6000,6000,5000,4200,3862,technician,yes,no,cellular,1.4,93.444,-36.1,0,0,0.909915477
21178,3.00E+05,1,3,2,31,NA,82690,84462,86263,87238,89176,4000,4000,4100,3300,3500,3500,technician,yes,no,cellular,1.4,93.444,-36.1,0,0,0.388035016
21179,20000,1,2,3,49,NA,17354,18376,18253,NA,19197,1294,2316,1256,1000,1000,800,entrepreneur,no,no,cellular,1.4,93.444,-36.1,1,1,0.221952128
21180,230000,1,3,2,32,326,326,326,NA,NA,351,326,326,326,677,0,514,blue-collar,yes,no,cellular,1.4,93.444,-36.1,0,0,0.846326467
21181,180000,1,1,1,46,178517,130975,135592,107315,56274,57608,5000,7000,5200,2000,2060,2000,unemployed,yes,no,cellular,1.4,93.444,-36.1,1,0,0.210680019
21182,50000,1,2,2,36,19649,20526,19909,22096,22438,21941,1500,0,2531,1000,0,2000,technician,no,no,cellular,1.4,93.444,-36.1,0,1,0.058288708
21183,160000,1,1,1,37,16750,9715,5140,5379,3183,5120,1100,1500,1500,1000,2000,4000,self-employed,no,no,cellular,1.4,93.444,-36.1,1,0,0.943358318
21184,1.00E+05,1,2,2,43,NA,13054,10489,16146,25053,27671,10015,3018,10002,10007,5018,3438,technician,no,no,cellular,1.4,93.444,-36.1,1,0,0.824385138
21185,140000,1,2,1,35,135227,134215,NA,NA,98880,96884,5304,5033,4000,5017,5041,4003,technician,no,no,cellular,1.4,93.444,-36.1,1,1,0.715551338
21186,70000,1,3,1,30,NA,67021,67328,60962,NA,56066,3000,6006,0,1900,2000,2000,services,no,no,cellular,1.4,93.444,-36.1,0,0,0.161436399
21187,4.00E+05,1,1,2,32,NA,55917,51389,48272,49478,51242,3028,3023,3000,3000,3000,38662,technician,no,no,cellular,1.4,93.444,-36.1,1,0,0.941156327
21188,330000,1,1,1,35,3888,14704,2533,10664,1560,34847,14782,2544,10715,1566,34865,7273,admin.,no,no,cellular,1.4,93.444,-36.1,1,0,0.244958839
21189,130000,1,2,1,39,103566,105797,102729,NA,NA,92123,3969,3823,3836,3345,9116,0,admin.,no,no, ,1.4,93.444,-36.1,1,0,0.869024386
21190,410000,1,1,1,46,8756,1237,11912,4922,NA,640,1237,11912,4922,766,640,6171,admin.,yes,no,cellular,1.4,93.444,-36.1,0,1,0.961667704
21191,350000,1,2,2,36,15061,23719,36582,40452,15203,20596,10000,16000,6000,314,10000,7000,admin.,yes,yes,cellular,1.4,93.444,-36.1,0,1,0.27794596
21192,360000,1,1,2,35,41327,NA,48521,79788,63835,44164,20059,13043,40528,10157,12068,8060,admin.,no,yes,cellular,1.4,93.444,-36.1,1,0,0.805611075
21193,90000,1,2,1,41,188,188,188,1708,1783,3933,188,188,1708,1783,3933,10754,technician,no,no,cellular,1.4,93.444,-36.1,1,1,0.254619575
21194,1.00E+05,1,2,1,46,390,3505,5695,3480,NA,477,3505,2695,3480,2949,477,1753,admin.,yes,no,cellular,1.4,93.444,-36.1,0,1,0.235211419
21195,2.00E+05,1,2,2,36,NA,199873,205150,0,0,0,10000,10000,0,0,0,0,services,no,no,cellular,1.4,93.444,-36.1,1,0,0.802419839
21196,20000,1,2,1,38,5705,NA,7736,NA,NA,9101,1266,1287,1296,945,0,481,services,yes,no,cellular,1.4,93.444,-36.1,0,0,0.775819765
21197,230000,1,2,1,35,170413,166858,170323,172136,NA,179291,5976,6158,6247,6276,6562,7769,technician,no,no, ,1.4,93.444,-36.1,1,1,0.062528247
21198,20000,1,2,1,31,18764,19750,NA,20570,19980,19990,1610,1488,1600,400,400,400,technician,yes,no,cellular,1.4,93.444,-36.1,0,0,0.287553172
21199,130000,1,2,2,31,300,300,300,300,NA,150,0,0,0,0,0,1000,technician,yes,no, ,1.4,93.444,-36.1,0,1,0.577537093
21200,150000,1,3,2,32,150201,125858,105266,51456,35288,NA,5039,4030,1500,706,1000,0,technician,yes,no,cellular,1.4,93.444,-36.1,1,1,0.69494683
21201,160000,1,1,2,31,2930,459,NA,NA,26911,35239,466,4171,22137,20000,12198,0,technician,no,no,cellular,1.4,93.444,-36.1,1,0,0.353852615
21202,20000,1,2,2,30,15556,16987,18406,20795,20175,21265,2000,2000,3000,0,2000,0,technician,no,no, ,1.4,93.444,-36.1,1,1,0.956574055
21203,130000,1,1,2,48,102771,104003,NA,31384,30057,29206,4843,2608,2005,1180,1100,1234,admin.,no,no,cellular,1.4,93.444,-36.1,0,0,0.999725823
21204,490000,1,1,1,43,3956,3081,0,0,2236,3052,3081,0,0,2236,3052,3159,self-employed,yes,no,cellular,1.4,93.444,-36.1,0,1,0.481458391
21205,360000,1,1,1,45,2369,1367,NA,5625,3684,NA,1367,8570,5625,0,2804,2473,technician,yes,no,cellular,1.4,93.444,-36.1,1,0,0.637399015
21206,150000,1,2,1,40,172935,46462,42407,28265,25402,21514,35749,3016,1201,601,2002,1020,services,yes,no,cellular,1.4,93.444,-36.1,1,1,0.049292674
21207,70000,1,1,1,44,14960,11080,12695,11482,NA,10074,0,3116,0,1000,2000,0,housemaid,no,no,cellular,1.4,93.444,-36.1,1,1,0.957460552
21208,360000,1,2,3,32,10591,-326,56337,10959,7056,0,326,56663,11013,7091,0,0,management,yes,yes,cellular,1.4,93.444,-36.1,0,0,0.785441687
21209,5.00E+05,1,1,1,37,271115,15074,16205,21770,60827,18524,15873,16205,21976,50000,7000,21769,admin.,yes,no, ,1.4,93.444,-36.1,0,1,0.225838079
21210,250000,1,2,2,38,2395,29636,23850,NA,0,8420,29658,23938,8220,0,8420,0,admin.,yes,no, ,1.4,93.444,-36.1,0,0,0.467962936
21211,50000,1,2,2,38,46005,46234,NA,18253,18618,37495,1266,1298,1285,650,825,1582,technician,yes,yes,cellular,1.4,93.444,-36.1,1,1,0.954017237
21212,250000,1,2,1,45,142001,135291,138084,NA,40066,38765,5084,6399,5000,2000,1615,2000,housemaid,no,no, ,1.4,93.444,-36.1,1,1,0.021164795
21213,20000,1,1,2,40,15563,16995,NA,17443,19254,18804,2000,0,1289,2100,0,2000,admin.,yes,no, ,1.4,93.444,-36.1,0,0,0.702777114
21214,360000,1,3,2,33,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,admin.,yes,no,cellular,1.4,93.444,-36.1,0,1,0.040974975
21215,80000,1,2,2,41,80920,80956,73875,NA,NA,45362,3500,4000,3900,2000,2000,1500,admin.,yes,no, ,1.4,93.444,-36.1,1,0,0.474706919
21216,140000,1,1,2,44,72763,75064,NA,79522,79623,80895,3905,4025,4924,2381,2926,3108,admin.,yes,no,cellular,1.4,93.444,-36.1,1,0,0.442564145
21217,140000,1,2,2,36,123474,125565,120847,121040,107310,105958,4409,4505,4100,3800,4000,3900,technician,yes,no,cellular,1.4,93.444,-36.1,0,1,0.345536876
21218,50000,1,2,2,37,72034,75711,75322,71640,71114,67519,7300,3200,0,3000,5400,5000,admin.,yes,no,cellular,1.4,93.444,-36.1,0,1,0.094222374
21219,160000,1,2,2,34,144953,112501,NA,104295,61950,0,6000,5950,5128,3500,0,0,admin.,yes,no,cellular,1.4,93.444,-36.1,0,0,0.122792568
21220,50000,1,2,2,49,41638,NA,24569,NA,11540,13348,2000,2000,2500,1000,2000,1014,technician,yes,no,cellular,1.4,93.444,-36.1,0,1,0.886935109
21221,2.00E+05,1,2,1,41,NA,NA,1383,976,1126,563,11000,980,0,563,0,413,technician,yes,no,cellular,1.4,93.444,-36.1,1,1,0.609713746
21222,80000,1,1,2,38,67046,68439,69258,70526,71774,NA,3100,2500,3000,3000,0,2800,blue-collar,no,no,telephone,1.4,93.444,-36.1,1,0,0.370505834
21223,140000,1,2,2,33,0,NA,1490,NA,NA,0,935,1490,0,3938,1160,0,admin.,no,no,cellular,1.4,93.444,-36.1,1,1,0.651239132
21224,90000,1,2,2,34,77846,50281,14033,NA,20172,73512,5700,0,2000,20172,73512,3000,technician,yes,no,cellular,1.4,93.444,-36.1,0,1,0.764385349
21225,40000,1,2,1,47,34664,NA,36726,40985,NA,39354,3524,0,4898,0,0,1800,housemaid,yes,no,cellular,1.4,93.444,-36.1,0,1,0.143610603
21226,10000,1,2,1,38,NA,5355,NA,NA,NA,NA,1150,1000,2000,1000,500,500,self-employed,yes,yes,cellular,1.4,93.444,-36.1,1,0,0.551571053
21227,5.00E+05,1,2,1,33,26597,16573,NA,NA,15904,134584,3357,3010,2000,2044,131438,4504,technician,no,no,cellular,1.4,93.444,-36.1,0,1,0.359999179
21228,410000,1,1,1,41,396975,409780,383225,NA,274224,321787,30000,20000,20000,50000,30000,43312,technician,no,no,cellular,1.4,93.444,-36.1,1,1,0.008080932
21229,20000,1,2,2,49,19111,18936,18588,19260,1500,0,1286,1328,1000,1500,0,0,admin.,yes,no,cellular,1.4,93.444,-36.1,1,1,0.591705232
21230,2.00E+05,1,1,1,37,0,0,250,4188,1399,NA,0,250,4188,0,0,0,technician,no,no,cellular,1.4,93.444,-36.1,0,1,0.804663576
21231,50000,1,1,2,32,49571,48765,49453,NA,48930,48748,1773,2110,2324,2000,1920,2000,technician,yes,no,telephone,1.4,93.444,-36.1,1,0,0.252380235
21232,150000,1,1,1,44,4825,3003,NA,3370,7279,4445,3018,6201,3386,7299,1166,5,admin.,yes,yes,cellular,1.4,93.444,-36.1,0,0,0.780901714
21233,180000,1,1,1,49,1092,NA,1405,-434,NA,-434,1733,0,0,0,0,0,management,no,no,cellular,1.4,93.444,-36.1,1,1,0.493657293
21234,80000,1,3,2,33,0,3495,500,0,0,0,3495,765,0,0,0,0,admin.,no,no,cellular,1.4,93.444,-36.1,0,0,0.732937757
21235,3.00E+05,1,2,2,34,50281,NA,54107,NA,56688,58272,2000,3500,3000,2500,2500,2500,services,no,no,telephone,1.4,93.444,-36.1,1,1,0.712579796
21236,150000,1,1,2,36,167094,NA,NA,-46627,-46627,NA,5068,9,0,0,0,0,admin.,yes,yes, ,1.4,93.444,-36.1,0,0,0.921904265
21237,220000,1,3,1,48,0,0,0,NA,0,0,0,0,0,0,0,0,admin.,no,no, ,1.4,93.444,-36.1,0,1,0.911174709
21238,120000,1,2,2,35,90972,93452,95943,99340,101783,104929,4000,4000,5000,5000,5000,3400,technician,no,no,telephone,1.4,93.444,-36.1,0,1,0.049589731
21239,360000,1,1,2,43,59,4465,300,966,1730,0,4465,300,966,1730,0,969,technician,no,no,cellular,1.4,93.444,-36.1,1,0,0.085932041
21240,550000,1,5,1,37,452600,364447,318029,NA,91010,70045,16025,14407,3512,3506,2512,125020,admin.,no,no,telephone,1.4,93.444,-36.1,1,0,0.315056424
21241,260000,1,1,2,39,235799,124838,NA,106976,96938,NA,13,4276,3716,3600,3604,105642,technician,yes,no,cellular,1.4,93.444,-36.1,0,0,0.592383833
21242,80000,1,3,1,45,8133,10978,10511,NA,12332,13128,3000,0,1200,1000,1000,1000,admin.,yes,no,cellular,1.4,93.444,-36.1,1,1,0.574929421
21243,160000,1,1,1,48,NA,0,0,0,NA,0,0,0,0,0,0,0,unemployed,yes,no,telephone,1.4,93.444,-36.1,1,0,0.108301579
21244,190000,1,2,1,48,6450,189102,NA,175871,NA,151618,189717,7779,6092,5018,6168,1218,housemaid,yes,yes,cellular,1.4,93.444,-36.1,0,0,0.220263736
21245,250000,1,1,1,44,3893,54673,8402,2765,6037,3561,54946,8433,13,6049,17,4980,admin.,no,yes,cellular,1.4,93.444,-36.1,1,0,0.21862542
21246,30000,1,3,2,37,22629,11332,12471,7985,13619,17997,5002,5003,7983,10000,10103,10106,admin.,yes,no,cellular,1.4,93.444,-36.1,1,0,0.926481983
21247,1.00E+05,1,2,2,37,24927,27689,NA,29504,30020,29995,3185,0,3000,1300,600,2000,admin.,yes,no,cellular,1.4,93.444,-36.1,1,0,0.015259021
21248,350000,1,1,1,35,15193,19734,NA,3042,NA,2233,5197,3000,0,2500,0,5000,blue-collar,yes,yes,cellular,1.4,93.444,-36.1,0,1,0.848162549
21249,120000,1,3,1,45,24591,16160,225,3550,NA,3550,3000,225,3550,0,0,0,blue-collar,yes,no,cellular,1.4,93.444,-36.1,1,1,0.504029921
21250,350000,1,1,1,43,2878,NA,850,NA,NA,2093,0,850,3990,45406,2093,2090,technician,no,no,cellular,1.4,93.444,-36.1,0,1,0.830946923
21251,340000,1,2,1,49,9983,43418,388126,NA,333690,302528,43418,388126,12500,11000,11000,11180,admin.,yes,yes,cellular,1.4,93.444,-36.1,1,1,0.856125803
21252,360000,1,1,2,39,2758,1448,NA,0,0,NA,1448,3740,0,0,0,3942,management,yes,yes,cellular,1.4,93.444,-36.1,1,1,0.95722012
21253,410000,1,2,1,47,40390,9760,NA,11756,4128,12424,9760,9712,11771,4128,12424,8702,self-employed,yes,no,cellular,1.4,93.444,-36.1,0,1,0.371349528
21254,170000,1,2,1,42,162880,164824,132485,120267,117453,115778,8000,6107,6000,4500,4500,4500,technician,no,no,cellular,1.4,93.444,-36.1,1,1,0.681274451
21255,110000,1,2,2,38,NA,98331,100751,102496,80116,69391,4000,4000,3500,2500,2290,2060,self-employed,yes,no, ,1.4,93.444,-36.1,1,1,0.292921637
21256,30000,1,3,2,51,24070,25358,26447,NA,NA,29408,2000,1800,1300,2400,1000,1000,technician,yes,no,cellular,1.4,93.444,-36.1,0,0,0.978536188
21257,2.00E+05,1,2,1,54,41190,40921,NA,NA,-6491,NA,2138,5101,19,6,11,1,technician,yes,yes,cellular,1.4,93.444,-36.1,0,1,0.406536849
21258,250000,1,3,1,50,254893,258013,263493,268861,274444,NA,9316,9637,9765,10021,20300,10023,admin.,no,no,cellular,1.4,93.444,-36.1,0,0,0.714951845
21259,240000,1,1,1,50,35117,17330,58422,NA,43605,NA,11051,116904,54762,43705,26293,13011,technician,yes,no,cellular,1.4,93.444,-36.1,0,1,0.170589983
21260,210000,1,1,1,50,0,0,NA,0,0,NA,0,0,0,0,484,0,technician,yes,no,cellular,1.4,93.444,-36.1,1,0,0.521179827
21261,30000,1,3,1,52,28541,28889,30050,NA,18464,12235,1502,2002,1025,1230,1042,0,self-employed,no,no,cellular,1.4,93.444,-36.1,0,0,0.942840779
21262,30000,1,3,1,51,13386,13218,14453,15525,0,0,1218,1453,1525,0,0,0,admin.,yes,no,cellular,1.4,93.444,-36.1,0,1,0.297872803
21263,40000,1,3,1,56,0,0,NA,NA,NA,0,0,0,0,0,0,0,admin.,yes,yes,cellular,1.4,93.444,-36.1,0,0,0.445838189
21264,50000,1,3,3,55,23498,22625,20197,19528,19520,17420,1336,1348,1257,639,622,638,admin.,yes,no,cellular,1.4,93.444,-36.1,1,0,0.344444256
21265,50000,1,2,1,50,47053,11165,12186,13280,14055,14428,1200,1206,1300,1000,600,530,admin.,yes,no,cellular,1.4,93.444,-36.1,1,1,0.93532771
21266,20000,1,2,1,50,14123,16758,NA,NA,18135,17703,3200,1300,0,1500,0,1200,technician,yes,no,cellular,1.4,93.444,-36.1,0,0,0.865612213
21267,20000,1,3,1,52,8145,10474,10000,0,0,0,2474,0,0,0,0,0,technician,yes,no,cellular,1.4,93.444,-36.1,1,1,0.882114267
21268,240000,1,2,1,51,98588,NA,102651,104749,106832,109062,3592,3719,3798,3821,3949,3976,admin.,no,no,cellular,1.4,93.444,-36.1,0,0,0.049450865
21269,110000,1,3,2,52,56327,57106,58489,NA,57312,57188,2700,3300,2044,2100,2000,2266,blue-collar,yes,no,cellular,1.4,93.444,-36.1,0,1,0.671793662
21270,90000,1,2,2,52,86826,87186,87526,88924,NA,NA,4000,3505,3962,2909,3107,3127,technician,yes,yes,cellular,1.4,93.444,-36.1,1,0,0.077051217
21271,110000,1,1,1,52,82390,NA,84485,NA,43113,40805,4000,4015,4012,3000,2164,2000,technician,no,no,cellular,1.4,93.444,-36.1,1,1,0.30215011
21272,5.00E+05,1,1,1,50,NA,359289,366475,NA,253283,258707,12884,13000,7029,7100,7500,7399,blue-collar,no,no,cellular,1.4,93.444,-36.1,1,0,0.963170191
21273,20000,1,2,1,54,18398,19014,17836,19410,18512,14483,2000,1500,2900,1500,1000,0,admin.,no,no,cellular,1.4,93.444,-36.1,1,0,0.901685416
21274,70000,1,3,1,50,41087,42109,NA,43924,44700,45634,2000,2000,1800,1800,1800,1700,technician,no,no,telephone,1.4,93.444,-36.1,1,1,0.658241466
21275,50000,1,3,2,51,NA,NA,0,0,0,0,0,0,0,0,0,0,blue-collar,yes,no,cellular,1.4,93.444,-36.1,1,1,0.703283399
21276,120000,1,3,1,53,88702,101498,NA,105280,106149,108381,14357,5500,4000,4100,4100,4200,blue-collar,yes,no,cellular,1.4,93.444,-36.1,0,1,0.965486585
21277,50000,1,2,1,60,46344,41162,NA,25955,NA,27025,1389,1722,1432,947,981,985,technician,yes,yes,telephone,1.4,93.444,-36.1,1,1,0.688221455
21278,20000,1,2,1,50,5519,6620,7556,8570,10020,9715,1200,1200,1300,1600,0,600,blue-collar,yes,no,cellular,1.4,93.444,-36.1,1,1,0.146693388
21279,30000,1,2,2,51,29628,29253,28342,NA,30118,24584,1460,1560,2000,3077,804,761,admin.,no,no,cellular,1.4,93.444,-36.1,1,1,0.764978074
21280,290000,1,3,1,61,NA,288456,296084,218399,200461,204637,10492,12447,8973,6761,6983,5980,technician,no,no,cellular,1.4,93.444,-36.1,0,0,0.253837506
21281,80000,1,2,1,61,81647,65470,73855,NA,29690,27596,5500,10000,7003,4700,3600,3500,admin.,no,yes,cellular,1.4,93.444,-36.1,0,1,0.370377685
21282,110000,1,2,1,50,110406,109550,109921,67212,49120,49772,4600,3348,2444,3869,1808,1751,retired,no,no,cellular,1.4,93.444,-36.1,1,1,0.188311331
21283,190000,1,3,2,54,142032,40883,42835,NA,36329,26964,5883,2835,5982,33329,1964,11849,technician,no,no,cellular,1.4,93.444,-36.1,1,0,0.012052567
21284,50000,1,1,2,48,56672,53540,53321,49263,29063,26644,2500,1066,50045,992,1000,1000,technician,yes,yes, ,1.4,93.444,-36.1,1,1,0.383082002
21285,50000,1,3,1,51,38302,39299,40703,44350,NA,46821,1634,2038,4685,0,3982,0,technician,yes,yes,cellular,1.4,93.444,-36.1,1,1,0.35852875
21286,20000,1,3,1,52,16290,17301,NA,NA,NA,19988,1289,2000,1300,658,680,1000,admin.,no,no,cellular,1.4,93.444,-36.1,1,0,0.204406761
21287,110000,1,3,1,57,390,390,390,390,NA,390,390,390,390,390,390,390,admin.,no,no,cellular,1.4,93.444,-36.1,0,0,0.578524873
21288,350000,1,2,1,50,83134,84087,NA,NA,189555,NA,3969,4131,7261,103801,6007,6008,admin.,yes,no,cellular,1.4,93.444,-36.1,0,0,0.734017048
21289,60000,1,3,1,52,57470,58713,NA,57251,NA,28499,2200,2500,31000,981,1035,1059,admin.,no,no,cellular,1.4,93.444,-36.1,0,0,0.527956608
21290,20000,1,3,2,59,7451,NA,5546,NA,7193,NA,2000,1500,1000,1000,1000,1000,unemployed,yes,no,cellular,1.4,93.444,-36.1,0,1,0.556861298
21291,430000,1,1,1,51,4704,9714,13247,27555,17389,2919,9723,13298,27570,0,2919,96117,unemployed,yes,no,cellular,1.4,93.444,-36.1,0,0,0.310524914
21292,260000,1,2,1,51,NA,NA,0,0,0,0,0,0,0,0,0,0,self-employed,yes,no,cellular,1.4,93.444,-36.1,1,1,0.356674135
21293,140000,1,2,1,52,31511,30705,31809,NA,NA,34481,0,1600,3100,0,1500,1500,admin.,yes,no,cellular,1.4,93.444,-36.1,1,0,0.368019852
21294,360000,1,1,1,50,1858,NA,0,3000,0,0,0,0,3000,0,0,1033,technician,yes,no,cellular,1.4,93.444,-36.1,0,0,0.466697097
21295,280000,1,2,1,50,5622,4554,NA,NA,NA,16441,4573,4396,8055,3417,16557,41,management,yes,yes,cellular,1.4,93.444,-36.1,1,0,0.679826853
21296,10000,1,2,1,50,3664,4526,6880,8830,5550,6195,1300,3000,2509,0,6195,0,admin.,no,no,cellular,1.4,93.444,-36.1,1,0,0.218890677
21297,280000,1,2,1,49,94916,96838,98878,NA,102900,105057,3500,3600,3666,3683,3815,3900,technician,yes,no, ,1.4,93.444,-36.1,0,0,0.78212828
21298,50000,1,1,1,63,264,528,264,NA,NA,264,528,0,264,264,264,264,technician,no,no,cellular,1.4,93.444,-36.1,1,0,0.063391722
21299,50000,1,2,2,56,37624,44915,46665,390,430,390,8000,26390,390,430,350,3581,technician,yes,no,cellular,1.4,93.444,-36.1,1,1,0.327869877
21300,280000,1,2,1,53,NA,42518,31900,21342,NA,2000,1700,1500,1400,2000,2000,2900,admin.,yes,yes,cellular,1.4,93.444,-36.1,0,1,0.30361923
21301,20000,1,2,1,50,18865,36059,18757,15521,NA,7688,1500,2580,1279,654,7688,0,retired,unknown,unknown,cellular,1.4,93.444,-36.1,0,1,0.421485444
21302,80000,1,2,1,51,1041,780,NA,NA,NA,-178,1000,0,992,0,0,0,technician,yes,no, ,1.4,93.444,-36.1,1,1,0.002635334
21303,50000,1,2,1,51,46094,47157,48669,42360,NA,19840,1831,2343,1611,200,0,0,services,yes,yes,cellular,1.4,93.444,-36.1,1,0,0.917044429
21304,360000,1,1,1,51,346225,NA,337593,341528,350949,355869,14562,13806,12303,15005,13729,7700,technician,no,no,cellular,1.4,93.444,-36.1,0,1,0.806191932
21305,260000,1,1,1,50,390,7516,NA,1080,1780,0,7516,553,1080,1780,0,0,technician,yes,no,cellular,1.4,93.444,-36.1,1,0,0.539596317
21306,20000,1,3,1,60,17495,NA,17922,NA,18566,19284,0,1287,2000,648,1000,1000,technician,no,no,cellular,1.4,93.444,-36.1,0,0,0.238813838
21307,110000,1,2,1,51,45012,45964,46922,NA,49339,50542,2000,2000,2000,2000,2000,3000,management,no,no,cellular,1.4,93.444,-36.1,0,0,0.926032496
21308,20000,1,2,2,52,19626,20002,19916,18970,19790,18990,1311,3005,2000,2000,5000,0,admin.,no,no,cellular,1.4,93.444,-36.1,1,1,0.823736243
21309,20000,1,5,2,55,69257,70055,NA,NA,NA,NA,2400,1833,1100,2300,0,400,self-employed,yes,yes,cellular,1.4,93.444,-36.1,0,0,0.589094151
21310,70000,1,1,1,60,69956,70688,NA,70652,50686,47093,2500,3300,3700,2100,2000,2300,admin.,yes,no,cellular,1.4,93.444,-36.1,1,0,0.480463021
21311,30000,1,3,1,52,3997,2522,0,1919,NA,2497,0,0,1919,2000,1100,201,technician,yes,no,cellular,1.4,93.444,-36.1,0,0,0.956474692
21312,230000,1,3,1,61,NA,0,0,NA,NA,0,0,0,0,0,0,0,management,yes,no,cellular,1.4,93.444,-36.1,0,1,0.36199485
21313,160000,1,3,1,57,759,-660,-660,-660,NA,596,209,0,0,1000,596,1436,housemaid,yes,no,cellular,1.4,93.444,-36.1,0,0,0.725503237
21314,30000,1,3,1,50,390,390,390,390,390,390,390,390,390,390,390,2109,admin.,yes,yes,cellular,1.4,93.444,-36.1,1,0,0.484702023
21315,50000,1,3,3,52,0,0,0,0,0,0,0,0,0,0,0,0,admin.,yes,no,cellular,1.4,93.444,-36.1,0,0,0.984352058
21316,210000,1,3,1,47,1772,-55,-55,NA,-55,-55,0,0,0,0,0,0,management,yes,no,cellular,1.4,93.444,-36.1,0,1,0.475365116
21317,50000,1,3,2,60,46362,47393,48631,49143,27709,27549,1800,2000,1500,1000,1200,1100,blue-collar,yes,no,cellular,1.4,93.444,-36.1,1,1,0.801671827
21318,150000,1,1,1,55,97719,99733,97297,98496,99683,NA,4500,0,3700,3700,3500,3000,self-employed,no,no,cellular,1.4,93.444,-36.1,1,1,0.546447438
21319,660000,1,1,2,55,284334,288120,325889,NA,19903,20843,6486,38507,20000,2000,1000,345,technician,unknown,unknown,cellular,1.4,93.444,-36.1,0,0,0.997978191
21320,1.00E+05,1,2,1,47,99823,96932,96924,NA,97432,95062,0,3579,3472,3287,3590,10179,admin.,no,no,cellular,1.4,93.444,-36.1,0,1,0.34334369
21321,7.00E+05,1,2,1,50,280809,273492,224238,174189,121717,124040,10000,8500,7093,4500,4100,4100,housemaid,no,no,cellular,1.4,93.444,-36.1,0,0,0.560909984
21322,3.00E+05,1,1,1,50,245193,250672,256178,260434,NA,269733,11000,11000,10000,9500,10000,1300,admin.,no,yes,cellular,1.4,93.444,-36.1,1,0,0.926762703
21323,320000,1,1,1,50,18831,1809,1294,2310,50720,51736,1809,2588,2310,50720,51736,0,admin.,no,no, ,1.4,93.444,-36.1,0,1,0.221250515
21324,250000,1,1,1,50,NA,0,191,2160,0,900,0,191,2160,0,900,2000,blue-collar,yes,yes,cellular,1.4,93.444,-36.1,1,0,0.793948947
21325,150000,1,1,2,50,829,18311,3023,2914,3529,2989,18400,3500,3025,3600,0,1600,admin.,yes,no,cellular,1.4,93.444,-36.1,1,1,0.294223528
21326,2.00E+05,1,1,2,50,-6676,5953,2870,NA,1210,2551,16374,2392,500,1210,2551,0,blue-collar,yes,yes,cellular,1.4,93.444,-36.1,0,0,0.125248326
21327,50000,1,3,2,52,50717,36507,14890,0,0,0,1357,1000,0,0,0,0,admin.,yes,no,cellular,1.4,93.444,-36.1,1,1,0.811228623
21328,320000,1,1,1,52,NA,249201,232645,212184,204791,125974,10104,7216,10050,6313,4075,4033,admin.,yes,yes, ,1.4,93.444,-36.1,0,0,0.763668385
21329,20000,1,3,1,51,14962,17580,NA,19290,NA,0,2890,2458,1000,210,0,0,technician,yes,no,cellular,1.4,93.444,-36.1,1,1,0.508682668
21330,170000,1,2,1,64,1922,1788,1,2739,1158,685,1788,9,3897,0,685,0,technician,no,yes,cellular,1.4,93.444,-36.1,1,1,0.606367982
21331,50000,1,2,1,52,50757,78196,43733,85652,29775,30243,0,5607,16,1167,1051,1165,admin.,yes,no,cellular,1.4,93.444,-36.1,1,0,0.39757535
21332,130000,1,2,1,52,6954,4110,1030,357,357,370,12,1034,727,0,13,1330,unknown,no,no,cellular,1.4,93.444,-36.1,0,0,0.247108093
21333,150000,1,1,1,59,5066,2616,3766,3289,8356,10916,2616,4097,3371,8923,13919,8227,technician,no,no,cellular,1.4,93.444,-36.1,1,0,0.803596322
